"regulated gene","regulator gene","regulator effect"
160,1006,1.27879544523861
161,232,2.15503058309529
162,232,1.81410412755703
163,232,3.42923069188613
164,232,4.72352273721977
165,805,1.10018671048759
166,2,4.38321714039211
167,686,2.40041169955299
168,686,3.07099657711044
169,686,2.12851714166524
170,686,1.95434371993041
171,686,1.95273143913809
172,686,1.8365186482466
173,686,4.10011291169386
174,686,1.8077081051377
175,686,3.87497187995003
176,1006,4.25077865920688
177,1006,1.47622187097132
178,1006,4.86897815200635
179,686,1.08719354145452
179,805,4.23253215142885
180,1006,3.23536878802247
180,805,1.66471168849996
181,1006,3.51617377685259
181,805,4.03592257302637
182,1006,2.16065055398042
182,805,4.63692919303496
183,1006,3.39469477734425
184,1006,2.18895109018682
185,1006,1.75985079591395
186,1006,3.94573835544737
187,1006,3.06779740565298
188,1006,2.10469932789534
189,408,2.86818270905418
190,232,2.35868328467624
191,232,1.96947622749267
192,232,4.21147346113093
193,686,4.96319138167086
194,2,1.61705960108499
195,686,1.87669198250218
196,686,1.44303246368563
197,686,4.28019994592917
198,805,1.17486981840159
198,2,4.65153878708908
199,686,1.15126479784486
200,686,2.416403738215
201,2,3.72045234053161
202,2,3.2586870186963
203,2,4.01285256517586
204,2,3.55211230039296
205,2,4.64109713084162
206,2,3.80260056583508
207,1006,2.24899647059638
208,408,1.17934536325071
208,805,1.00073075671834
209,408,3.00350267994136
209,805,3.59717871433293
210,408,3.57701025220163
210,805,3.94001897856414
211,408,4.22567765815988
211,805,3.6514134319503
213,1006,2.01704825478914
214,686,4.90741628009881
214,805,3.68963230770865
215,686,3.68701792825514
215,805,1.66507073909908
216,686,2.44477592963191
216,805,1.90916720549133
217,686,3.55357257464957
218,232,3.31681979241807
219,232,1.00000468065804
220,686,2.92953649952873
220,805,4.98621477936605
221,686,4.14662416470015
221,805,4.11780804229023
222,686,1.47843803032332
222,805,1.52257273698485
223,686,3.78477614912435
223,805,1.65124591026516
224,686,4.03579745285849
224,805,2.66254475963315
225,805,3.52594838998622
225,1006,1.31835685895277
226,1006,2.93011056808806
227,1006,1.44327186384344
228,1006,2.46269380268511
229,805,3.5763905174546
230,1006,1.41945549680396
231,805,1.56073927459578
233,686,2.01078881493375
233,1006,4.89445130723788
234,686,4.65890534585595
234,1006,1.74137762060461
235,2,1.45189715968331
236,2,3.77402737875199
237,2,3.33403296385075
237,686,3.73412616660769
238,2,1.28032238498287
238,686,2.46461352168903
239,686,1.81880663093023
240,686,2.53542964673608
241,805,3.96724418854413
242,686,3.32096847755696
243,1006,3.15713383006391
244,2,4.29012954701509
245,1006,3.63089123686934
246,408,1.02619102144223
247,408,1.53749703278827
248,1006,4.82653198660096
249,408,4.09024936432515
250,408,4.64634770468192
251,408,4.60815188321929
252,408,1.74288746678996
253,408,3.26537981710247
254,408,2.66431240658243
255,408,2.43833865422891
255,2,3.47250081100766
256,686,1.24436032676214
257,686,2.00783423135298
257,805,4.39159860684347
258,686,2.37980520466154
258,805,1.44208815503208
259,686,1.13194075915774
259,805,2.81817217017712
260,686,3.91834374503172
260,805,2.00204011703241
261,408,4.15412986524095
262,408,1.50101159214258
263,408,3.91526650953583
264,408,2.06152101544249
265,408,1.62191992760801
266,686,2.37460289677803
267,686,1.29316924398829
268,2,3.20573916532279
269,686,1.3252957371705
270,686,1.44660049784772
271,686,1.03318043908679
271,805,1.41539505371779
271,1006,4.54682817139464
272,1006,1.00802541703702
273,805,3.05069844596922
274,805,3.64584134800082
274,1006,2.2225344903599
274,408,2.92134035633977
275,805,2.75988722118311
276,805,1.31407292996526
277,408,1.61961153924735
278,805,3.08364869420651
279,805,4.97583271375466
280,805,2.07310471519381
281,805,4.00712346634347
282,805,2.06310284456415
283,686,2.85421259078099
284,686,1.5486776083148
285,686,1.86238856893373
286,686,3.89805001768224
287,2,1.92937911229008
288,2,1.64059097758386
289,1006,4.0237315276904
290,2,4.85954339796906
290,232,4.26728831692647
291,1006,3.62423643908957
292,1006,1.79500949520753
293,1006,1.568240808188
294,232,4.05220019262498
295,686,3.12359466334782
295,805,4.21397965872427
296,686,4.91064700730324
297,805,2.59365041853223
297,1006,3.20094285222094
298,232,2.46387294573604
299,2,3.87458800234311
300,2,2.0009171397363
301,686,1.1260230416601
302,686,3.85360899216039
303,686,1.85783912022232
304,686,2.19747067794777
305,686,1.43343226261586
306,686,4.33500379236769
307,686,1.34773690973237
308,232,4.38794932343911
309,1006,3.21087842889609
310,1006,2.08910455654761
311,1006,2.53134558575544
312,1006,3.79713352971043
313,686,4.41057363627618
314,686,1.80671600223435
315,2,1.71859649692798
316,232,1.19067576706726
317,232,2.7350060719326
318,232,3.6544486176582
319,686,2.60682633957255
319,2,3.14587898685959
320,232,2.70174039303576
320,2,3.01577216679968
321,232,2.58318072169811
321,2,4.78852816832687
322,2,2.42533375446211
323,686,4.0015514727395
323,2,2.58011494332784
324,686,2.52634580585756
324,2,2.57930051937364
325,2,1.78613741166771
326,686,4.97076337552104
327,686,1.03820631649429
328,686,4.88644810025278
329,686,1.72763535475693
329,1006,2.12091425718297
330,686,1.90615580176464
331,686,4.00004826621712
332,686,1.06906571782314
333,408,3.41015529737839
334,408,2.11816938702481
334,686,1.1832403149677
335,408,3.65665211167355
335,686,4.5081122333944
336,408,2.67111541936363
336,686,4.90125398704152
337,408,1.45861612873951
337,686,1.54203044462238
338,686,4.77802415719314
339,686,2.33423187428527
340,686,4.25830536174465
341,686,1.82956721562895
342,686,2.56988328760568
343,686,4.83819633145328
344,805,1.48684549132758
346,686,3.76526923570563
346,2,3.46006011584301
347,686,1.64298892822338
347,2,2.14822930495685
348,686,1.88449817950619
348,2,2.26745704946163
349,2,4.53772394252842
350,805,1.42344989406091
351,805,1.81825197437366
352,232,2.60036018037679
353,805,3.7471298603348
354,805,1.07210629365048
355,805,4.88251200005245
356,805,3.94793635308482
357,686,2.29489200749747
358,1006,3.21530671415977
359,1006,2.78968567549339
360,805,2.12237259839374
361,232,3.77423759246103
361,2,2.63324919237989
362,2,4.06551220590908
363,232,1.73993184141369
364,805,2.98540195830954
365,2,1.66722733456568
366,232,3.97623853276401
366,2,4.67221789321114
367,805,3.28511836223521
368,805,2.64909846923588
369,232,1.62239009287652
370,232,3.1104779699746
371,232,4.07833920534029
372,232,1.12397986224552
373,686,4.4386618390575
374,686,1.03949782462406
375,686,2.8306874487756
376,686,4.17479698340312
377,686,2.3613624617685
378,686,3.84346809434272
379,686,2.18613728462819
379,805,2.59624975794265
380,686,1.26460832758491
380,805,4.86454200876705
381,686,2.70822910485976
382,805,3.75890639260246
383,2,4.9149956966273
383,686,1.89345339858636
383,805,1.08786736875477
384,2,3.21099777112614
384,686,1.78142431074759
384,805,3.82042970103833
385,2,3.57401440400431
385,686,1.55333591120437
385,805,1.01981212755743
386,232,2.0356991103706
387,232,3.03147191972171
388,232,4.44907962025032
389,232,4.12151098069775
390,232,1.62987816761128
391,2,4.12510781690348
392,232,4.01908916775407
393,232,4.22409591017331
394,2,1.9598116908339
395,2,4.13881379975339
396,1006,4.059694418991
397,1006,3.82598260340734
398,1006,3.67509418262262
399,1006,2.93100888719068
400,1006,3.75419182779909
401,1006,4.73065342126068
402,1006,4.13054259057359
403,1006,4.68321697744855
404,232,2.35552394761545
405,232,1.37722298123685
406,2,4.50926688678744
407,2,1.25645292322245
409,408,4.34809778858723
410,408,4.58106514833774
411,408,4.1207649565941
412,232,2.49123094805033
413,408,4.70224470788974
413,232,2.89134170783432
414,408,4.08397400867721
415,232,1.10805037989385
416,232,3.56162265504527
417,686,3.62357725197687
417,805,3.81919815943751
417,1006,4.26706905123677
418,686,4.75394016505087
418,805,2.79305181992048
418,1006,3.24433667224211
419,2,2.92054799377429
420,2,3.87129115067309
421,2,4.71172876098521
421,232,2.28049496977913
422,686,4.88011815720171
422,805,1.63014154183345
423,805,4.02892494260096
424,1006,2.91850572897525
425,2,1.76463134898658
426,2,4.25106323655912
427,1006,1.81249042222699
428,1006,4.55893946458892
428,805,3.78681130145526
429,805,1.88574062570642
430,2,3.02712700174625
431,2,2.06356265714585
432,2,3.67484425575229
433,2,1.38910510416257
434,232,4.02396865610092
435,1006,4.49882733835989
436,686,2.3577628006471
437,686,4.38278489603133
437,1006,3.72952522357748
438,408,4.58060624843437
439,805,3.38772023062564
440,1006,2.30089896622526
441,805,1.33291189096164
442,232,4.95781379022593
443,232,4.98810552029389
444,1006,1.66507673178062
444,805,3.86852854529359
445,1006,2.52358569441081
445,805,1.87960898079342
446,1006,4.5311958765378
446,805,1.64007105530985
447,1006,3.20790495485852
447,805,2.06136648754583
448,1006,2.56201333321494
448,805,4.14138329954575
449,1006,3.96772187990878
449,805,2.35859515279478
450,686,3.4130640080693
451,686,3.6613101273415
452,686,1.9802929227725
453,686,1.91252577877613
454,686,2.16756151835595
455,686,3.44640297750473
456,686,3.69789894045805
457,686,2.48601127131608
458,805,3.9252478248438
458,1006,3.73693373165932
459,805,4.46217514593055
459,1006,2.38051595376872
460,805,2.48444719511336
460,1006,1.63284339194065
461,805,1.83745941271548
461,1006,2.22812555204534
462,805,2.09134163585576
462,1006,4.42313557513232
463,805,1.02682319984973
463,1006,1.46991032173299
464,805,1.83499847437364
464,1006,3.46417260641912
465,805,2.47819418061613
465,1006,4.38674698646603
466,805,2.53529731468208
466,1006,2.42251018413105
467,805,2.61605476866272
468,686,3.91870088963848
469,686,3.94249780851586
470,686,3.46839336599972
471,686,3.82621185379235
472,686,2.69447508496591
473,686,1.14182595071881
474,686,3.32530245380211
475,686,4.38094787521217
476,686,2.69149378670168
477,686,2.77778024061601
478,686,1.5230817099995
479,805,3.40719394557638
479,1006,2.99022501393404
480,686,1.99622074542758
480,805,1.90517072022171
480,1006,3.03392775771203
481,686,4.81835134815956
481,805,2.68151066614231
481,1006,1.34421786963253
482,686,2.13881725988118
482,805,4.83568841476815
482,1006,4.8456228388312
483,686,4.29767919312105
483,805,1.01434112263766
483,1006,1.19964132002702
484,686,4.49987057506083
485,805,1.10036910147454
486,686,1.57921017171468
487,408,2.64069455549535
488,1006,4.92952542558521
489,1006,4.96135170393591
490,1006,4.99137573099891
491,1006,3.97950277687129
492,1006,4.08481804760547
493,805,1.36149578398186
493,1006,1.43181064317046
494,232,3.9509969216458
495,232,3.5564137725567
496,232,3.5131180393416
497,805,2.99374984456644
498,805,1.15477995456966
499,805,1.43800623966812
500,232,4.06152941596618
501,232,1.1145857761008
502,805,1.06484080061116
503,805,3.60324094250583
504,805,1.53806356419848
505,2,1.76222339446474
506,2,2.69285850492735
507,1006,4.61537978304049
508,686,3.84747527894721
509,686,2.18540901177077
510,1006,2.8893997260263
511,1006,4.05181339550679
512,1006,3.21276715185425
513,1006,1.10150494518788
514,232,4.02849274595688
515,686,3.99119566971378
515,1006,4.37564745097237
516,232,4.23425580082058
517,232,3.45811297017306
518,408,1.20021992317927
519,408,2.78297327996669
520,408,4.95336629031417
521,408,4.03471623654682
522,232,3.76075611639031
523,232,4.3584689422431
524,232,3.21355483331762
525,232,1.44620058387044
526,232,1.34408640169358
527,232,4.90769544333394
528,232,3.79883293187758
529,232,1.38222005896641
530,232,3.87757474731412
531,232,2.14255855516567
532,232,1.50480170936526
533,232,4.08649474086109
534,232,2.74017888423211
535,232,1.89689785750678
536,232,3.45591533662949
537,232,3.75718082956506
538,232,2.59217774055592
539,232,1.54134173800461
540,232,1.25912912460837
541,686,4.886977348665
542,686,4.21447509219132
543,686,3.04301870622132
544,2,2.34993302415341
545,686,1.67728141335343
546,1006,4.80392928640649
547,1006,1.21508016564769
548,1006,2.89490395647803
549,232,3.12266538036979
550,232,3.29779541747708
551,232,2.37081775099875
552,232,2.6011582194404
553,805,4.16913859266406
554,232,1.55041038482864
554,408,4.33790443808218
555,232,3.4066532152428
555,408,3.95795156018669
556,232,4.71037516774081
556,408,3.60371736089659
557,408,3.63935920367969
558,408,2.50211496852562
559,686,2.59373865703433
560,686,1.77882303873991
561,2,2.23991498590479
562,686,3.1933286132758
563,408,2.01959736881457
564,686,4.6041335816964
564,1006,2.06943472940704
565,686,2.687353045127
565,1006,4.59501234784551
566,686,1.32545358255294
566,1006,1.39780549723515
567,805,1.57467356464818
568,2,4.32580253134019
569,2,2.46482420721651
570,2,4.80316306085134
571,232,3.45152398380664
572,686,1.65528720329989
573,1006,1.4052919943786
574,1006,1.26307694062472
575,1006,1.61725482140548
576,1006,2.08101459796927
577,2,3.67108084584702
578,2,1.42340507025201
579,232,2.51407116688752
580,232,3.69786813491822
580,2,2.67776728862333
581,232,1.83875830987613
582,232,4.29614687316882
583,232,3.14826226220842
584,232,3.91100758714621
585,232,1.66157981154969
586,232,2.57982788924252
587,232,1.83174011523774
587,2,2.79245375974014
588,232,4.74592313225599
589,232,1.41647330862878
590,232,1.72595946708747
591,232,1.848953691136
592,232,2.67302198710589
593,2,1.77458192959699
594,686,4.51220902608965
595,686,3.121402504531
596,686,2.06101673727378
597,2,1.11336063449597
598,2,3.71144374833498
599,1006,2.29104282390855
600,2,2.59871112229605
600,805,4.09550645502123
601,232,2.05026858978186
601,2,4.44597145047077
602,2,1.4835807692425
603,232,1.29461484003072
603,2,4.28158137517705
604,1006,3.00597295527236
605,805,1.37105642793812
605,686,4.11084208682287
606,805,3.91276668101585
606,686,2.42959281746436
607,805,3.45606352808308
607,686,1.02573489231955
608,805,4.45202214075966
608,686,1.61297391886717
609,805,4.4189426642294
609,686,2.05055347516775
610,805,2.76159730187911
611,805,4.44712975611234
612,805,3.57182880532202
613,686,4.75909857874338
614,686,4.61383681153655
615,1006,3.00646125901163
616,1006,2.12659613077457
617,232,4.35507928207588
618,686,1.05298588265522
619,686,4.9096964724938
620,686,4.00283703390216
621,805,1.67002781681057
621,1006,1.69207238408345
622,232,3.73450617111297
623,232,2.71306974811179
624,232,4.20393106704968
625,1006,4.8840307176037
626,2,2.867269350385
627,1006,3.32366430005323
627,2,4.89137657704428
628,1006,3.666298081922
629,1006,1.15889122191412
630,1006,2.0960111618443
631,408,4.35013294436742
632,1006,3.42622784870813
632,408,3.47241917671114
633,408,1.46492995145598
634,408,3.13144019247591
635,1006,4.64501306934216
635,408,3.63012454477462
636,408,2.51988482931723
637,686,3.03348984260323
637,1006,2.4100005700792
637,805,1.10081882030938
638,686,4.69169597213508
638,1006,2.83462873345529
638,805,4.14569600296037
639,686,3.14774598415738
639,1006,2.05300082219748
639,805,3.58620484563747
640,686,1.46291358359219
640,1006,3.80588245072694
640,805,4.33194683232076
641,686,4.95211588313739
641,1006,2.8461541956787
641,805,4.46656645464424
642,686,4.98637772328725
642,1006,3.73725534733035
642,805,2.2417260367209
643,686,3.66097608449926
643,1006,2.74992822249869
643,805,1.03816169826976
644,686,4.32940855480359
644,805,2.00095293844062
645,686,3.72049467038439
645,805,3.81378410531604
646,686,2.52774376277903
646,805,1.21484558532161
647,686,4.63323196813295
647,805,2.21726490453253
648,686,1.4872435261311
648,805,2.41781919540804
649,686,1.26517145146074
649,805,4.39762840123981
650,686,3.80047878433527
650,805,4.52949187415461
651,686,1.25334481955984
651,805,2.67409754798774
651,1006,1.52578142321289
652,2,4.67796608922987
653,2,3.75701603799391
654,2,4.54061504049568
655,2,1.69045378414375
656,2,2.31251467073587
657,1006,1.5550995235464
658,232,2.64201193937636
659,232,1.21795909016167
660,686,4.44919747953202
661,686,3.62457903928927
662,686,3.52559084958383
663,686,4.46353478846424
664,686,2.06968827200945
665,686,2.92037292224815
666,686,4.2448049845945
666,805,1.39302236864752
667,686,4.97426678837848
667,805,3.18881260336489
668,686,1.14361043119192
668,805,3.07375498408798
669,1006,3.79697767193441
670,686,4.79380745091076
670,805,4.57899285792723
671,686,3.79870759580375
671,805,3.76964370068895
672,232,2.90142074265666
673,232,1.50550652879415
674,686,4.04549782233807
674,232,3.46663633937597
675,232,3.76878329388241
676,232,1.56417003951102
677,686,4.86092054652329
677,232,4.32081358268528
678,232,3.62371159525335
679,232,4.50995713710675
680,686,2.63594281716311
680,805,4.87693690899846
680,1006,4.06430301101473
681,686,3.76613198093592
681,805,3.88061393044244
681,1006,4.99442292582416
682,686,4.23015756560793
682,805,2.36189411492194
682,1006,2.37341073401126
683,686,4.61913143828647
683,805,1.86269590759078
683,1006,3.29512403623164
684,686,2.45751361692043
684,805,3.40346793536985
684,1006,2.77966806449522
685,686,4.62658991214182
685,805,2.40099727647038
685,1006,3.05422735323759
687,686,4.97834058571751
687,805,2.07962249672366
687,1006,4.24876826857234
688,686,3.53007677142835
688,805,4.78891136822889
689,686,1.50507218684864
689,805,2.96771364190337
690,686,1.37016229924858
690,805,2.91254544703966
691,686,1.18473017872193
691,805,1.63462163949706
692,686,4.60371707913263
692,805,1.57209953029431
693,686,3.97279138574552
693,805,2.02994548647555
694,686,1.08116749768482
694,805,2.65418900627281
695,686,3.3731012809391
695,805,2.52580893665541
696,686,3.70669175354919
696,805,4.9983098389615
697,686,4.27572543552536
697,805,2.62421440376058
698,686,4.29779420964848
698,805,1.88885099188909
699,686,4.9936678521219
699,805,3.33732647034719
700,686,4.24392655049355
700,805,2.028838679721
701,408,4.0669672969503
702,408,2.67349778736304
703,2,4.21350698831217
704,232,2.06091583898789
704,686,1.05231622157483
705,1006,3.36593800503028
705,408,1.76351218737441
705,805,2.43158075465134
706,1006,4.30387091328121
706,408,4.22834246852676
706,805,2.30974910399925
707,805,4.64807106462596
708,686,1.47990507314316
709,686,3.19587127862647
710,1006,3.0974296386833
711,1006,4.63022177133711
712,805,2.92672352851643
713,805,2.39632423115827
714,805,3.32103337428626
715,805,4.05303623412062
716,805,4.0572787630057
717,1006,4.63118018861744
718,1006,2.00301201067313
719,805,4.98542115790469
720,805,1.41317662678358
721,805,4.73795718183002
722,805,2.88081397954278
723,805,1.71699543984517
724,805,4.21973155837538
725,805,1.023113249174
726,805,4.35575213955605
727,805,2.75743434423082
728,805,4.15177938509023
729,805,2.62258131878947
730,805,1.77830915496718
731,805,4.0815618329281
732,2,4.18582310776193
733,686,2.78610559894219
734,686,1.75320363767238
735,232,1.35565306962083
736,1006,4.43097179605426
737,686,2.84713763556145
738,686,2.31649829422742
739,686,3.63481369101192
739,805,4.88230128379041
740,232,2.89381469592479
741,232,3.65753572355749
742,232,1.92327870326228
743,232,4.28196525173757
744,2,2.59291791909265
745,686,4.41168735452569
746,686,4.07789509038744
747,686,3.16098163191662
747,1006,3.59690903411381
748,232,4.99684660050365
749,232,1.2207908985507
750,2,2.83526471710636
751,686,4.69082497075883
751,805,4.01523917338919
752,686,3.83482917988365
753,2,3.34058032543703
754,232,1.60531431976035
755,2,2.52901446282558
756,2,2.63315187577414
757,2,2.86899565785279
758,2,1.56893837120502
759,2,4.66478704269996
760,1006,3.68376306039926
760,408,4.03493548938559
761,1006,1.11658701723841
762,686,3.14463761200552
763,2,1.70479430310146
764,2,1.91325242946135
765,686,3.09005187849184
765,805,4.48969677649055
766,686,2.50067251119511
766,805,1.83865554328653
767,232,1.14987381571967
768,232,2.46877309070701
769,232,1.11285030673079
770,232,4.32429548894298
771,232,1.52404414827776
772,232,1.16781213280785
773,232,2.66178870946557
774,2,2.12155116206689
775,1006,2.02818362200214
776,805,4.04637146517933
777,805,2.23736811024908
778,805,2.4717517055576
779,805,2.50689348753886
780,805,1.32644955925775
781,805,1.09952403814599
782,686,2.82978399601778
782,805,4.83225894110491
783,686,2.77631343163673
783,805,2.66009953017497
784,686,2.01578094196106
784,805,1.48115689477108
785,686,3.14535014635385
785,805,4.54232077335057
786,686,2.77400573702118
787,686,1.62947098566384
788,686,3.36308615413725
789,2,2.64042893676067
790,2,3.07718032772307
791,2,1.46855611389725
792,2,3.62124320772449
793,2,2.45214773177852
794,2,4.30354284853906
795,2,2.08293237695098
796,2,2.79550818166607
797,2,2.56246687510743
798,686,1.73070180253115
798,2,2.00867085132334
799,686,3.48079837636028
799,2,1.71436785555061
800,2,4.5911293512011
801,2,4.96540051728572
802,686,2.02602574553192
803,686,1.67596839540587
804,686,1.17856798370102
806,686,1.70003888672625
807,2,1.69537292881204
808,2,1.77625147814004
809,232,3.23638525554386
810,2,2.30062613020785
811,1006,3.4809747518946
812,1006,2.61236528390772
813,232,4.73216771148977
814,232,3.44524462425939
815,2,4.5340864786345
816,2,3.38123046134352
817,1006,2.23407549230488
818,1006,4.00701388102738
819,1006,2.83498768630393
820,1006,3.23703653503749
821,1006,3.33799868097396
822,1006,4.80260191594669
823,1006,4.77288519483194
824,1006,4.40764934576815
825,1006,2.52586821545817
826,1006,1.44863219073871
827,686,4.95107067411223
827,1006,3.96126001155602
828,2,3.56925642566437
829,2,4.16768325465906
830,686,2.56414092723471
831,2,1.67439689650636
832,408,2.14317128544557
832,686,3.81586687747666
833,686,4.54840697190968
834,686,4.35009356371171
835,686,2.37952260318907
836,686,2.29086630581179
837,686,2.21814336972341
838,686,2.81490508364853
839,686,4.13667014858042
839,1006,2.83796338536868
840,686,3.17324933773675
841,686,2.75485413656402
842,686,4.28362658765212
843,1006,2.22520028848469
844,1006,1.83975552286915
844,408,1.58116805960728
844,805,4.47103403616268
845,686,2.16322370172732
845,2,1.75725901600405
846,1006,2.37365612496165
847,686,1.84868922405761
848,686,1.34613983795082
849,686,3.98210501408906
850,2,3.56512812540921
851,686,4.51938459803664
852,686,3.33828322871967
853,686,3.44333954285767
854,232,4.36866916949064
855,232,2.60994763555731
856,232,3.45619099970176
857,232,2.3383593193086
858,232,3.63861618723699
859,232,3.45869651962874
860,232,3.20241259174373
861,232,2.45907219276893
862,232,4.3626120938535
863,232,2.66643968553821
864,232,4.28361059300999
865,232,4.38154189814708
866,232,4.33050460411161
867,232,3.4233401635649
868,232,3.97046681991604
869,232,3.41261313186636
870,232,2.92609380504597
871,232,1.41082474104339
872,232,4.30443481151723
873,232,4.13861261341424
874,232,2.22082586109145
875,232,1.18643711539232
876,1006,2.95065112277669
877,1006,1.90203009694766
878,1006,3.97031104023912
879,2,4.09763404223251
880,2,3.06514866972201
881,805,4.2046426407263
882,805,4.09534742732619
883,2,2.06615576347608
884,2,2.9461607504745
885,2,3.82521466128729
886,2,1.66849810805458
887,2,2.32895606918455
888,2,4.20267745926205
889,2,2.2905611772875
890,686,4.82262568856473
891,686,3.89714738210481
892,686,1.67598393350424
893,232,4.41187143943135
894,686,4.87657500909655
895,686,1.83834545244048
896,686,2.43524945001328
897,686,2.61252226501248
898,686,2.21367367766281
899,232,2.96272523604502
899,2,3.26237398461545
900,232,3.05036240309279
901,232,4.29911147347018
902,232,2.81543216954808
903,805,4.74245806425302
904,805,4.42253736988604
905,805,2.55514647841356
906,2,3.70419224701429
907,2,3.18126462906905
908,1006,1.62621949821739
909,232,4.15789796583405
910,686,1.46424425459937
910,805,2.25354709988402
910,2,1.30401392439622
911,805,3.6604279615588
911,1006,3.41032250474896
912,2,2.36299092129796
913,2,4.98487172653494
914,2,1.89748173894807
915,1006,2.66302106268405
916,805,1.20329134519507
916,1006,4.31065271967004
917,408,1.49363156494977
917,232,2.78582138690411
918,408,2.29952963752947
918,232,4.07669089103764
919,408,3.51158130851801
